10000 9999
1347 1362 1
1347 4110 3
1348 2839 8
1348 7685 6
1349 2448 6
1349 3217 5
1349 3218 2
1349 3535 7
1349 5938 2
1350 2714 7
1350 2832 5
1351 1852 3
1351 3795 4
1351 6266 3
1352 2748 4
1352 7235 3
1352 7409 7
1353 3000 2
1353 3107 3
1353 3638 4
1353 5562 3
1354 3390 4
1355 6159 7
1356 1471 4
1356 7657 1
1357 2274 10
1357 2969 10
1357 3141 7
1358 1542 7
1358 2395 8
1360 2532 4
1361 2237 10
1362 2295 8
1364 2013 3
1364 2132 7
1364 6813 8
1364 9713 5
1365 3523 3
1365 3650 10
1365 3979 5
1367 1793 1
1367 3219 6
1367 6304 4
1367 6409 6
1368 4271 1
1369 2197 3
1369 3667 1
1369 4769 10
1370 1561 1
1370 2544 7
1370 4125 4
1370 5062 1
1371 4896 7
1373 2414 10
1373 4188 2
1374 1497 4
1374 1896 10
1374 2518 1
1376 1488 2
1376 2760 9
1376 4194 3
1377 1688 9
1377 4098 4
1378 2238 3
1379 4315 10
1379 9716 5
1380 6374 3
1381 2670 5
1381 5798 6
1382 1832 4
1382 3543 5
1383 2617 5
1383 4969 4
1384 1758 5
1384 2143 7
1384 2198 3
1384 4845 4
1384 5202 5
1385 2418 4
1385 5683 9
1386 2660 9
1386 4006 8
1386 6623 1
1387 3046 10
1387 6042 6
1387 6512 5
1388 1660 8
1388 6835 7
1389 3571 7
1389 6470 7
1390 2786 7
1390 6303 3
1390 6810 5
1391 2376 2
1391 7218 6
1391 8149 2
1392 1706 9
1392 1853 4
1392 2451 2
1396 1563 3
1396 2685 9
1396 9215 9
1397 1413 2
1398 2457 2
1399 2194 1
1399 2772 6
1400 2203 6
1400 4820 6
1400 8747 3
1401 1481 9
1401 1607 3
1401 2788 1
1402 1723 3
1402 1756 10
1402 8071 10
1403 4064 3
1403 6324 8
1403 6639 9
1403 9883 6
1404 1846 9
1404 3400 4
1404 4993 6
1404 6096 1
1405 2947 3
1405 3618 8
1405 7295 8
1406 1412 9
1406 2742 9
1407 6811 1
1409 1616 4
1410 3745 2
1410 6562 7
1411 3388 10
1414 1817 9
1414 5179 10
1414 8933 6
1414 9508 10
1415 1559 6
1416 2014 7
1416 2119 6
1416 8063 9
1417 2167 5
1417 2219 3
1417 5733 1
1417 9323 6
1417 9772 3
1418 1952 9
1418 3095 4
1418 4659 9
1418 5300 5
1420 2681 5
1421 2569 6
1422 3361 1
1422 4597 3
1423 2744 5
1423 2952 8
1423 5389 2
1424 1673 6
1424 3849 8
1424 3874 4
1424 5344 8
1425 1592 4
1426 1494 9
1426 2979 6
1426 8884 2
1428 3728 5
1428 8690 7
1430 3243 6
1430 5174 9
1431 6844 9
1433 2033 1
1433 2082 5
1433 2244 6
1433 3870 4
1434 3487 10
1434 4020 6
1435 4503 7
1436 3658 10
1436 5273 2
1438 2659 8
1438 4672 8
1439 1780 7
1439 2847 4
1439 2876 9
1441 5043 7
1442 1614 1
1442 1648 10
1442 2175 5
1442 9363 8
1443 1804 2
1443 1814 4
1443 5328 8
1443 9048 3
1444 3241 7
1445 1722 1
1445 9588 1
1446 1539 8
1446 4402 7
1446 5954 3
1447 3735 6
1448 2270 8
1448 3553 2
1449 9483 9
1450 4866 1
1450 6041 5
1451 2491 5
1452 3154 10
1453 1595 1
1453 3566 5
1453 5156 4
1454 2704 10
1454 4974 1
1456 1661 2
1456 1731 5
1456 4398 10
1456 6439 5
1457 1709 5
1457 2055 2
1457 3646 2
1457 3962 8
1457 4107 3
1458 1909 5
1458 2568 4
1459 4330 4
1460 8973 10
1461 6733 9
1462 2332 3
1463 1824 5
1463 4296 4
1463 9496 3
1464 1476 1
1464 2667 1
1464 4605 3
1466 1515 9
1466 5439 9
1467 1626 1
1467 1957 4
1467 2012 5
1467 4913 6
1467 5623 7
1468 1711 2
1468 4377 6
1469 2110 10
1469 3912 7
1469 4346 5
1469 4671 9
1470 6468 5
1471 2502 7
1472 1838 3
1472 3175 1
1472 3259 6
1472 4725 5
1472 9873 10
1473 3818 5
1473 4120 3
1474 2253 10
1475 1905 4
1475 2641 1
1476 2272 3
1476 3017 4
1476 4489 4
1476 6315 4
1477 4642 9
1478 2111 1
1479 3897 4
1480 3894 10
1480 7508 9
1480 8333 8
1481 2035 7
1481 2867 9
1481 8222 5
1482 5358 5
1483 3861 3
1483 4973 5
1483 9688 4
1484 3696 10
1485 3786 6
1485 5248 2
1485 7251 9
1487 7563 9
1490 8871 8
1491 4684 4
1492 6848 10
1492 8058 3
1492 9459 3
1493 1536 3
1493 4467 9
1493 9766 4
1495 2627 8
1495 3782 10
1496 1755 10
1497 7091 7
1497 8913 3
1499 4629 4
1501 2251 1
1501 2372 1
1501 3037 1
1501 7007 1
1501 9422 5
1502 2756 4
1503 3807 8
1504 4997 2
1504 7948 8
1506 4099 10
1507 2159 7
1508 9434 8
1509 1678 6
1509 2297 1
1509 3138 1
1509 4076 7
1510 2355 8
1510 3338 2
1510 9775 8
1511 5072 3
1512 1550 8
1512 2091 4
1512 4583 4
1512 6023 10
1512 7641 8
1513 1886 1
1514 1658 9
1514 2263 2
1514 3413 5
1514 4220 2
1514 4816 10
1514 7396 4
1514 8162 5
1515 1680 2
1516 2007 5
1516 3276 2
1516 8470 10
1518 4491 8
1519 3985 10
1520 3858 9
1520 6389 8
1520 9083 4
1521 1702 5
1521 5090 9
1521 8070 2
1522 7578 10
1523 2881 8
1523 4031 8
1523 9239 10
1524 4359 10
1524 6161 8
1525 2639 3
1526 2615 1
1526 4463 1
1526 8762 5
1528 1650 5
1528 2015 1
1528 9550 8
1529 7111 5
1530 2408 2
1530 5036 9
1530 6219 8
1530 6222 5
1530 7528 5
1531 1797 10
1531 2076 8
1531 5192 3
1531 7423 7
1531 9137 10
1532 6329 5
1533 3365 1
1535 2946 5
1535 3058 7
1535 3474 2
1535 9836 8
1536 4195 9
1538 1597 1
1538 2341 4
1538 2368 10
1538 2598 2
1538 4565 5
1538 9450 9
1539 4786 4
1539 8012 3
1539 8739 9
1541 4105 8
1541 4602 8
1541 5608 9
1542 2204 10
1542 5312 4
1542 5456 7
1542 5831 10
1543 2292 10
1543 2726 7
1544 2366 7
1545 4857 8
1545 8553 9
1546 1657 10
1547 2047 7
1547 2776 2
1547 3593 8
1548 8120 1
1548 9635 6
1549 1983 2
1550 5605 10
1552 1622 4
1552 4567 7
1553 4236 8
1554 1795 2
1554 2894 10
1554 5536 5
1554 8867 3
1555 4559 8
1557 1641 9
1557 3104 10
1558 3799 1
1558 9042 1
1558 9657 7
1559 1987 4
1559 3050 5
1560 3916 7
1561 1889 8
1561 3479 3
1562 2266 1
1562 3170 2
1563 1802 7
1563 2299 7
1563 2419 2
1564 5642 7
1565 1682 6
1566 4347 10
1567 3662 2
1567 8268 4
1568 1618 2
1568 4412 9
1568 7789 1
1568 9715 4
1569 2573 2
1570 5771 5
1571 8673 10
1573 3412 4
1575 9325 3
1576 4269 6
1576 6356 2
1577 2095 3
1577 3803 10
1577 4116 2
1578 7400 10
1580 5549 8
1580 8744 8
1581 2873 2
1581 7158 10
1583 1624 3
1583 2054 6
1583 5571 8
1585 4205 10
1586 7736 9
1587 2075 1
1587 3603 1
1589 7727 5
1590 1651 7
1590 6004 9
1591 1841 1
1591 3953 5
1591 5779 2
1592 2668 6
1594 2056 5
1594 3397 3
1595 2152 8
1597 1627 2
1597 4582 2
1597 6705 4
1597 6716 8
1598 3792 10
1598 3940 10
1598 5964 3
1599 2176 2
1599 3594 1
1601 2396 7
1601 3213 1
1601 3668 4
1601 5860 2
1602 2293 1
1602 5889 4
1603 5598 7
1603 6498 6
1605 2722 8
1605 2761 9
1605 6148 7
1605 9378 6
1605 9446 8
1606 2391 1
1606 4484 6
1606 9221 4
1607 3337 9
1608 4184 1
1608 4297 10
1609 8135 2
1611 1647 10
1611 6345 2
1612 3310 6
1612 3762 10
1612 9649 4
1613 4226 10
1613 4950 7
1613 6108 6
1613 7106 3
1613 7274 3
1613 7899 6
1614 3601 6
1614 6126 10
1615 2701 6
1616 2050 10
1616 5502 6
1616 9953 2
1618 2621 5
1618 3533 6
1618 4481 6
1618 8882 3
1620 1703 10
1620 3098 3
1620 3516 2
1620 6936 4
1620 7366 8
1620 8906 9
1621 5934 10
1623 3157 8
1624 1858 5
1624 2519 7
1624 7210 9
1624 7906 2
1624 9807 9
1625 4740 1
1625 6901 1
1626 2103 7
1626 2897 8
1626 5213 6
1626 9573 3
1627 1730 9
1629 9639 6
1630 4664 7
1630 5618 6
1631 4260 6
1632 2427 4
1632 5747 6
1633 1980 1
1634 6260 10
1635 4575 8
1635 9358 1
1636 5672 3
1637 2331 1
1637 2649 7
1637 6046 6
1638 2807 7
1639 2512 8
1641 5346 1
1642 3643 2
1642 4051 10
1642 4594 5
1643 2138 10
1643 4248 8
1644 1742 1
1644 6875 5
1644 7746 5
1645 7823 9
1646 2677 6
1647 5136 8
1648 1737 4
1648 1775 9
1648 2708 6
1648 6928 6
1649 2336 7
1650 3080 10
1651 2624 7
1651 3906 10
1651 9965 5
1652 1698 5
1652 2790 2
1652 2941 9
1653 3914 1
1654 3442 4
1654 3615 1
1655 2291 6
1655 5124 5
1655 9624 8
1656 8055 8
1657 2994 2
1657 5229 3
1657 5881 2
1657 6831 7
1658 3766 8
1660 2434 7
1660 3286 8
1660 7499 4
1661 2106 10
1661 3013 3
1661 6693 5
1661 7901 6
1662 2258 4
1663 2547 9
1664 1768 10
1664 4812 8
1665 4310 7
1665 5589 9
1666 1873 4
1666 2880 10
1667 5047 7
1668 2453 5
1669 3238 2
1670 2716 9
1671 1778 9
1671 3737 8
1671 8056 4
1671 8465 9
1672 2622 8
1672 6129 5
1674 2213 1
1675 2625 3
1675 2893 6
1675 6155 8
1675 6454 8
1675 8389 4
1676 4182 2
1676 4478 6
1677 5955 4
1677 7084 3
1678 3809 10
1678 6360 3
1678 8032 5
1680 2471 10
1680 3057 8
1681 4274 2
1682 2170 4
1682 2404 5
1682 4770 8
1682 9140 2
1683 3739 5
1683 8303 2
1684 2985 6
1684 3309 4
1684 4215 1
1686 2635 1
1687 9764 7
1688 4501 5
1688 5785 8
1689 4071 4
1689 4560 4
1689 6139 10
1689 9733 6
1690 3073 8
1691 1936 1
1691 3802 10
1693 2264 6
1694 2819 9
1695 1753 1
1695 4759 10
1696 5533 3
1696 7620 4
1697 8881 4
1697 8971 7
1698 4668 5
1698 5453 10
1698 6411 7
1698 9102 5
1699 2997 4
1699 3288 5
1699 6996 2
1699 8321 3
1703 2072 7
1703 3372 6
1704 3917 5
1704 4086 9
1705 1839 2
1705 3435 4
1705 7005 10
1706 1884 6
1706 5845 8
1706 6580 4
1707 4493 5
1707 4665 6
1707 5524 7
1709 2326 5
1710 3350 2
1710 7577 7
1711 1955 10
1711 5377 5
1712 2369 8
1713 2886 2
1713 3458 3
1713 3814 8
1713 3889 10
1714 2288 2
1715 6429 4
1716 1857 7
1716 4490 7
1716 6960 3
1717 4213 4
1719 1837 5
1720 3464 5
1720 4235 7
1720 5768 10
1721 4591 5
1721 8475 4
1722 2747 9
1722 3819 3
1723 4017 5
1724 3763 6
1724 5251 9
1726 5560 10
1726 8482 8
1729 3010 3
1730 4108 8
1730 8176 7
1731 3335 3
1731 3609 7
1731 9335 7
1731 9576 10
1731 9702 7
1732 3539 3
1732 5735 4
1733 3043 8
1735 2590 1
1735 7923 7
1736 2081 8
1736 2150 1
1736 2211 7
1736 3573 6
1736 4008 8
1736 6449 9
1737 7324 4
1738 2953 1
1738 7456 4
1738 9696 8
1739 2800 6
1740 1747 10
1740 3974 10
1741 2112 8
1741 2409 8
1741 2594 1
1741 2984 4
1741 4681 7
1742 4337 4
1743 4755 6
1744 2180 6
1744 2576 2
1744 2909 9
1744 6685 5
1747 6761 9
1747 7504 9
1748 4273 9
1749 3778 3
1749 4430 5
1750 2705 4
1750 5687 4
1750 9853 10
1752 2286 10
1752 3693 6
1752 3798 3
1752 4073 2
1752 5917 3
1752 6753 7
1755 1871 8
1755 6081 9
1755 6121 3
1756 2940 2
1756 9907 3
1759 1953 4
1759 5173 2
1761 6569 1
1763 3923 7
1764 3846 1
1765 2854 6
1766 2945 9
1766 3132 10
1766 3428 4
1766 5162 1
1768 5814 10
1769 4524 8
1770 3556 1
1771 2580 1
1771 2970 8
1771 3654 6
1772 6320 10
1773 2526 4
1773 4678 6
1773 5141 1
1773 7633 4
1774 5877 3
1774 7526 6
1775 2009 9
1775 2375 8
1775 4361 5
1775 4624 8
1777 6587 5
1778 2608 5
1778 7827 3
1779 2779 7
1780 4640 2
1781 5788 1
1781 6236 6
1782 2693 3
1783 8595 2
1785 3824 7
1786 8174 10
1787 2771 5
1787 3560 1
1787 5313 6
1788 3186 8
1789 1863 1
1789 2799 7
1789 3865 5
1790 1849 10
1790 2976 8
1792 1925 7
1792 4141 1
1792 6931 10
1792 7358 7
1793 2801 9
1793 9771 7
1794 3195 3
1795 5481 3
1795 5821 8
1795 6773 4
1796 2191 5
1796 8233 5
1797 2428 4
1797 2524 2
1797 5315 5
1797 6088 3
1797 6847 2
1797 9411 2
1799 4369 1
1799 4532 7
1800 2078 4
1801 2856 7
1802 1830 7
1803 1964 10
1803 5284 1
1803 7116 2
1804 3123 3
1804 5810 5
1805 8576 9
1806 2064 9
1806 3725 10
1806 9630 3
1807 2889 7
1807 6286 2
1808 3461 8
1808 3754 5
1809 5006 6
1809 6276 6
1809 8491 8
1810 2399 9
1810 2403 6
1810 4177 10
1811 2663 8
1811 3233 1
1811 3249 5
1811 9586 7
1812 3611 2
1812 4403 6
1812 4695 6
1813 1907 4
1813 2053 4
1813 4600 3
1815 2315 6
1815 3181 1
1816 4427 3
1816 5275 10
1816 7926 8
1817 2550 1
1817 5956 2
1817 7249 8
1818 2570 7
1819 1855 6
1819 2637 4
1819 2797 4
1819 2808 1
1819 7179 3
1821 4432 4
1823 2910 3
1823 4029 2
1823 4232 9
1824 8838 1
1825 3015 2
1826 2777 3
1826 5685 8
1826 8765 4
1827 3911 10
1827 4765 5
1828 3507 10
1829 2333 9
1829 6086 5
1830 9211 1
1832 3029 3
1832 3579 1
1832 4115 1
1832 8075 6
1833 2066 6
1833 5163 7
1834 2277 7
1834 8503 1
1835 3303 3
1835 9747 9
1837 3521 10
1837 4186 2
1837 4709 4
1837 9641 9
1839 6763 2
1840 1958 9
1840 2922 2
1840 6391 3
1842 2177 4
1842 4309 5
1842 8437 8
1843 2257 10
1843 2349 10
1843 6132 3
1844 3160 10
1844 7070 4
1845 3001 7
1845 3023 2
1846 2630 4
1846 6489 9
1846 8096 7
1846 8298 7
1847 3420 9
1847 6091 10
1847 6102 6
1848 2319 1
1848 4833 2
1850 1999 8
1850 3994 8
1850 4289 9
1852 2109 8
1852 2461 3
1852 5016 2
1854 5009 5
1854 7970 9
1855 4699 2
1856 2720 5
1857 2998 2
1857 7724 6
1857 9024 6
1859 3118 3
1859 3383 9
1859 5038 6
1859 8857 8
1860 2248 3
1860 3512 5
1861 2113 5
1862 9474 9
1863 2548 5
1863 4829 7
1863 9088 10
1865 1904 1
1867 2216 1
1868 5815 10
1869 2036 7
1869 2306 7
1869 3834 1
1871 2242 1
1871 3550 5
1873 2459 5
1873 2717 4
1873 2904 4
1875 2003 7
1877 3370 5
1878 2575 10
1879 4130 3
1879 4473 6
1879 5508 4
1879 7286 6
1879 7374 1
1881 4873 8
1882 6171 8
1883 4287 3
1885 2201 4
1885 7810 4
1885 7854 7
1885 8090 9
1886 6975 4
1887 3993 2
1887 4358 6
1887 6752 1
1888 2626 4
1889 5979 4
1889 8098 10
1890 6947 8
1890 8051 8
1891 3542 6
1891 4712 7
1891 5634 5
1892 7164 1
1892 9581 6
1893 3210 6
1893 7332 4
1893 9380 7
1894 2077 2
1894 6268 8
1895 2086 6
1895 3621 2
1895 4860 9
1896 7026 7
1897 4554 3
1898 3948 2
1898 6540 1
1898 8538 9
1899 3905 1
1899 5206 3
1900 2480 4
1900 8623 3
1900 8861 7
1901 6706 2
1902 4619 6
1903 1951 1
1903 4212 1
1905 5003 5
1905 5264 7
1905 5485 10
1906 4855 9
1906 6110 6
1908 3274 10
1908 4738 10
1909 2751 7
1910 2486 9
1911 1932 10
1911 4233 1
1911 8336 8
1912 2212 2
1912 4244 8
1912 9334 6
1913 2803 4
1913 8337 3
1914 1991 6
1916 2476 2
1916 3105 2
1916 3837 3
1916 6019 6
1917 5710 7
1918 2931 3
1918 3087 5
1918 3223 5
1918 3522 8
1918 3720 9
1920 2287 5
1920 4726 9
1921 2296 2
1922 4024 5
1926 9951 8
1927 2643 4
1927 6248 1
1928 2732 10
1928 6595 8
1929 8496 1
1929 9893 4
1930 2158 5
1930 6137 9
1931 2209 1
1932 2562 10
1932 9685 7
1933 2010 8
1933 2697 3
1933 3003 10
1933 3613 8
1933 5294 1
1933 5551 5
1935 5506 6
1936 2781 7
1936 3769 6
1936 6963 10
1937 1939 2
1937 2593 8
1938 7491 5
1939 2968 2
1939 5134 8
1943 3633 6
1944 2298 7
1944 4373 3
1944 6493 1
1944 8173 6
1946 2791 2
1946 6546 5
1946 7287 4
1947 3068 6
1947 5406 5
1947 9052 4
1948 4092 1
1948 5349 5
1948 5434 1
1948 6719 10
1949 3094 3
1949 4801 5
1950 8820 5
1952 2817 9
1952 3224 7
1952 4661 9
1953 5940 8
1954 8405 6
1954 8605 7
1955 3986 1
1955 5745 4
1956 6890 9
1957 2183 9
1960 3610 2
1962 1994 9
1963 2210 2
1963 2934 8
1964 2104 2
1964 2887 10
1964 3872 8
1965 6220 10
1966 3282 7
1966 3811 1
1967 2087 5
1967 3246 5
1967 6002 5
1967 7267 7
1968 2973 3
1968 6785 9
1969 4106 5
1969 9084 8
1970 2148 10
1970 3764 5
1971 3438 6
1972 2019 1
1972 4844 10
1972 5408 5
1973 2309 1
1973 2340 9
1973 2964 5
1973 3035 9
1973 4326 9
1976 5212 6
1977 2736 8
1978 6674 10
1980 7461 2
1981 3331 10
1981 4680 5
1982 9545 8
1983 2166 7
1983 2905 4
1983 5040 1
1983 5452 2
1983 9804 4
1985 2971 3
1985 4253 8
1986 4622 3
1986 5199 6
1986 5332 10
1986 6115 5
1987 5015 4
1987 7198 8
1991 2004 5
1991 4485 4
1992 5368 4
1993 4333 4
1993 5390 1
1994 4863 5
1994 5149 5
1995 2433 2
1995 2440 5
1995 2798 2
1995 4209 3
1996 2530 7
1996 4021 8
1996 5765 1
1996 9665 7
1997 3734 9
1998 2325 5
1998 3371 6
1999 2638 1
1999 5352 2
2000 2127 5
2000 3421 6
2001 2318 4
2001 3176 10
2001 8649 4
2002 6619 5
2003 2011 5
2003 8320 4
2006 3264 7
2007 5742 1
2007 6593 2
2009 4698 8
2009 5479 6
2009 5509 5
2009 7449 10
2009 9938 1
2010 4103 7
2010 8388 5
2011 4579 10
2012 2469 2
2012 3765 5
2012 8123 7
2013 2614 5
2013 4376 2
2013 5152 2
2013 5996 6
2015 6214 3
2016 3510 1
2016 9787 1
2017 3518 1
2017 9596 9
2017 9829 9
2018 5231 5
2019 4449 9
2019 5348 2
2020 5887 4
2022 2124 5
2022 2591 5
2022 8807 6
2023 2099 6
2024 5063 5
2024 5863 3
2024 7812 3
2025 8469 1
2026 3486 7
2026 5305 4
2027 3033 2
2027 3899 3
2028 7817 10
2029 2205 10
2029 3757 8
2029 7411 1
2031 2845 5
2031 6538 10
2032 5839 1
2033 2696 9
2033 4737 8
2034 2301 6
2034 2597 8
2034 4332 4
2034 5020 5
2034 5446 1
2034 9877 1
2035 5271 6
2036 2352 3
2037 3554 9
2037 3996 8
2037 4293 10
2037 5724 2
2037 7975 9
2037 9847 1
2039 2860 8
2040 2435 5
2040 3357 3
2040 4320 5
2040 5252 3
2041 5532 2
2041 7734 8
2043 2565 8
2043 2740 10
2047 3847 1
2047 7034 4
2048 4096 4
2049 2690 4
2049 3868 10
2050 4047 4
2050 9057 6
2051 2878 3
2053 3784 3
2053 5704 9
2056 2439 6
2057 2481 4
2057 5269 9
2058 7582 10
2060 4225 5
2060 9598 3
2061 3268 10
2063 6018 3
2064 2682 10
2064 2961 3
2064 8743 5
2065 4729 10
2066 3431 1
2066 4952 7
2066 5417 3
2067 3783 10
2069 8052 2
2069 9151 8
2070 2371 8
2070 4457 1
2070 9009 1
2070 9020 1
2071 2182 8
2072 2259 2
2072 3702 8
2073 3306 5
2073 4147 7
2073 4612 8
2073 9632 4
2075 4169 7
2075 4649 1
2076 3328 4
2077 3525 1
2077 4157 1
2079 5652 8
2080 2689 7
2083 3590 2
2083 4823 10
2085 3992 10
2085 5606 1
2085 6369 10
2086 4614 3
2088 3391 3
2088 4462 8
2089 3066 1
2089 5372 1
2090 2388 4
2090 6426 10
2090 7301 4
2090 7842 4
2091 2901 2
2091 4061 4
2092 2811 1
2092 6633 7
2093 2924 5
2093 7345 8
2093 7904 4
2095 9954 9
2096 6168 7
2096 8476 7
2097 2875 3
2098 2169 10
2099 4439 10
2100 8246 9
2101 5588 1
2102 2222 9
2102 7331 9
2104 2818 2
2104 3875 4
2104 6388 3
2105 2855 4
2105 3051 2
2105 5491 3
2106 2848 4
2107 2358 6
2107 3039 5
2107 8220 2
2110 3021 7
2110 6226 5
2111 5941 5
2111 8659 2
2112 4058 5
2112 5535 8
2113 2883 1
2113 4734 1
2113 6532 4
2114 3534 5
2114 6017 7
2116 2507 9
2116 3890 8
2118 3694 8
2119 2724 3
2120 2327 7
2120 8555 7
2122 4545 4
2122 5537 1
2122 5943 4
2125 2913 7
2126 4065 4
2127 2363 9
2129 3671 9
2130 2792 1
2132 2823 6
2132 8785 5
2132 9590 9
2133 2827 3
2133 3583 4
2134 4407 6
2134 4539 10
2135 2357 9
2135 3787 9
2135 6261 5
2135 7749 9
2137 2655 8
2139 4685 8
2140 3747 1
2140 4396 5
2141 3267 7
2144 2351 5
2144 2490 2
2144 3532 3
2145 2168 8
2145 2914 8
2145 4189 6
2146 7427 8
2147 4706 4
2147 5255 1
2148 3817 7
2148 4653 2
2148 5350 9
2149 5133 10
2149 7907 7
2149 9609 6
2151 2843 9
2152 3779 1
2152 6469 9
2153 2380 7
2153 6293 3
2154 9825 10
2155 3519 6
2155 4530 5
2155 8161 7
2156 4100 5
2156 8106 2
2157 2879 4
2158 7649 2
2159 7363 7
2161 2678 5
2161 3777 9
2161 6208 8
2161 6867 10
2163 4474 9
2164 2734 10
2164 3540 8
2164 8843 6
2167 3840 5
2167 6082 8
2168 2466 1
2168 3612 4
2168 8927 3
2168 9047 8
2169 3356 2
2170 3884 5
2170 4122 9
2170 6990 6
2171 2353 4
2171 2836 5
2172 2339 4
2172 5638 7
2173 6122 2
2173 7016 3
2174 5053 4
2174 5259 3
2176 7291 1
2179 3620 6
2179 3972 9
2181 3207 6
2181 4639 7
2182 4388 7
2182 4562 6
2182 5786 3
2182 8512 5
2182 9440 8
2183 4190 2
2183 7232 2
2183 9107 9
2184 7476 4
2185 2782 3
2185 5653 10
2187 3892 5
2188 3934 9
2188 6751 5
2189 3295 8
2189 4924 8
2189 9574 8
2190 4386 10
2190 5494 3
2191 2361 10
2192 5219 10
2192 6883 8
2192 7882 2
2193 4808 5
2194 4819 7
2195 8593 3
2196 2563 2
2196 2837 9
2196 5041 2
2198 5465 4
2198 8508 7
2199 4660 6
2200 3717 8
2200 6375 1
2201 2413 9
2201 4300 1
2201 4799 2
2203 4044 2
2203 6290 1
2204 2411 9
2204 2702 8
2205 5806 10
2205 9796 3
2208 3944 7
2208 7930 1
2209 3182 3
2209 8609 1
2210 8169 6
2211 2529 4
2211 3344 1
2211 4349 4
2211 4394 4
2212 9972 10
2215 2342 6
2215 3600 10
2216 4526 6
2216 5969 5
2216 9436 1
2218 5413 2
2219 3069 9
2219 3634 7
2219 5492 4
2220 2504 1
2221 6097 6
2222 5641 7
2222 6746 7
2223 3585 8
2225 2420 2
2226 9971 8
2228 2707 7
2228 3459 4
2228 6384 5
2229 4696 1
2229 9616 4
2230 5812 8
2230 9285 1
2231 2629 7
2232 4837 8
2232 6959 3
2234 2840 5
2235 2509 5
2236 2303 9
2237 4425 5
2237 4744 2
2237 6911 4
2237 9605 7
2239 6472 10
2239 6997 4
2241 8468 10
2243 4094 1
2244 3789 10
2244 6053 1
2245 4716 1
2245 8675 2
2246 4761 10
2246 8172 7
2248 5650 5
2248 6335 3
2249 8461 5
2249 8905 7
2250 7938 3
2251 5329 4
2251 5900 10
2251 8979 5
2252 6684 3
2253 2545 9
2253 3617 2
2253 5045 9
2254 2322 9
2258 4363 10
2262 7580 5
2263 7783 9
2264 3517 1
2264 8683 8
2265 2566 1
2265 3199 8
2266 2305 1
2266 5427 7
2267 2633 4
2267 5753 7
2267 6158 9
2268 9491 8
2269 2631 6
2270 2499 4
2270 4651 4
2270 5738 1
2271 4223 1
2272 2416 3
2272 3485 4
2272 7431 7
2273 4014 9
2273 5461 7
2273 5498 10
2273 5985 6
2274 4239 10
2274 4476 5
2274 7078 7
2275 5597 1
2276 3896 7
2276 4556 2
2276 6675 3
2276 8194 1
2276 8361 5
2277 6410 2
2278 2441 10
2278 8009 5
2279 5324 8
2279 8729 3
2279 9961 5
2280 4848 5
2280 7386 10
2280 7964 8
2281 2422 6
2282 9707 9
2283 2978 1
2284 2810 7
2284 3169 1
2285 8390 8
2285 9382 9
2286 5579 4
2286 6491 10
2286 9811 3
2288 4093 1
2288 6482 10
2288 9663 5
2289 3190 10
2289 5778 5
2289 7507 3
2289 7814 6
2290 6463 1
2291 5711 4
2292 2589 7
2293 6968 9
2293 9318 9
2294 4066 8
2294 4280 5
2295 4420 4
2296 3681 8
2298 5813 9
2298 6393 10
2300 2577 4
2301 2393 8
2301 4052 5
2301 4266 9
2302 3483 7
2302 7535 2
2302 7968 2
2303 7849 4
2304 2517 8
2306 2606 4
2307 2936 10
2309 5426 9
2311 3063 6
2311 3201 2
2311 3623 5
2312 2915 8
2313 7483 7
2313 8717 10
2314 2338 5
2315 2445 4
2315 2513 8
2315 8157 5
2316 4806 3
2317 7653 7
2321 4328 2
2321 4598 3
2321 6323 4
2322 3505 1
2322 6094 10
2323 9120 7
2326 3302 10
2326 9620 4
2327 5444 7
2328 2656 3
2328 3791 2
2328 4723 3
2328 6879 5
2328 9336 2
2329 4735 9
2329 6859 10
2330 3055 5
2332 5303 5
2332 9704 8
2334 3290 10
2334 7186 5
2335 3336 6
2335 5191 2
2335 8434 5
2336 2683 5
2336 3672 6
2336 5404 5
2337 2516 4
2338 6524 3
2339 4165 2
2342 5531 9
2342 5872 7
2343 6106 4
2345 3942 5
2346 4136 10
2346 7803 7
2348 5342 10
2348 5929 4
2348 7894 2
2351 4507 3
2352 3129 10
2352 6368 7
2352 8732 6
2353 6180 6
2354 4154 5
2354 8148 10
2355 2975 8
2355 6348 7
2357 3049 1
2357 4460 1
2357 7052 4
2359 5076 7
2359 7042 10
2361 4454 10
2362 3404 2
2362 8430 4
2363 4743 5
2364 3631 1
2366 3982 3
2366 5744 5
2367 8854 7
2368 2804 8
2369 2525 1
2369 7834 10
2370 3133 7
2370 3457 7
2370 3928 7
2370 6366 7
2370 6385 8
2370 7725 3
2373 2394 5
2374 4391 9
2375 3324 4
2376 8970 10
2377 2478 9
2378 5030 5
2378 6735 3
2379 5721 7
2379 7192 9
2381 6149 9
2383 5387 2
2383 9192 7
2384 3845 9
2384 7819 4
2385 2703 1
2385 3127 2
2385 7051 8
2387 2899 3
2388 4754 4
2389 4517 5
2390 2861 10
2390 3362 2
2391 6652 4
2392 3409 9
2392 5514 1
2393 3083 7
2393 3166 5
2393 8267 7
2393 9841 3
2395 6673 7
2395 9737 2
2396 4731 5
2397 4203 7
2397 7536 7
2397 9881 2
2398 3673 1
2398 3820 7
2398 5757 3
2400 3108 2
2400 4878 2
